,,,,,,,train_acc,train_pre,train_rec,train_f1,train_f2,train_auc,test_acc,test_pre,test_rec,test_f1,test_f2,test_auc,c_correct_percent
65536-rad,348-008,p,fc,adasyns,60,f2,1,1,1,1,1,1,0.935,0.636,0.875,0.737,0.814,0.957,
65536-rad,348-008,p,fc,adasyns,60,rec,1,1,1,1,1,1,0.935,0.636,0.875,0.737,0.814,0.957,
65536-rad,348-008,p,fc,smote,300,acc,1,1,1,1,1,1,0.935,0.636,0.875,0.737,0.814,0.949,
65536-rad,348-008,ie,f,rando,200,rec,1,1,1,1,1,1,0.935,0.636,0.875,0.737,0.814,0.899,
65536-rad,348-008,ea,fc,adasyns,15,rec,0.991,0.995,0.987,0.991,0.988,0.999,0.935,0.636,0.875,0.737,0.814,0.933,
38324-ang,348-004,m,f,,300,acc,1,1,1,1,1,1,0.818,0.778,0.824,0.8,0.814,0.891,1
38324-rad,348-004,p,fc,,30,acc,1,1,1,1,1,1,0.818,0.778,0.824,0.8,0.814,0.915,1
38324-ang,348-004,z,fc,,200,f2,1,1,1,1,1,1,0.818,0.778,0.824,0.8,0.814,0.886,1
38324-ang,348-004,z,fc,,200,rec,1,1,1,1,1,1,0.818,0.778,0.824,0.8,0.814,0.886,1
38324-ang,348-004,z,fc,,100,acc,1,1,1,1,1,1,0.818,0.778,0.824,0.8,0.814,0.9,1
38324-ang,348-004,m,c,,60,acc,1,1,1,1,1,1,0.818,0.778,0.824,0.8,0.814,0.852,1
65536-rad,348-004,ie,fc,,300,pre,1,1,1,1,1,1,0.714,0.587,0.9,0.711,0.813,0.781,0.5
65536-rad,348-004,en,f,,60,pre,1,1,1,1,1,1,0.766,0.65,0.867,0.743,0.812,0.782,0.5
65536-ang,348-004,z,f,,100,f2,1,1,1,1,1,1,0.766,0.65,0.867,0.743,0.812,0.799,0.5
65536-ang,348-004,z,f,,60,acc,1,1,1,1,1,1,0.766,0.65,0.867,0.743,0.812,0.787,0.5
65536-rad,348-004,ie,fc,,60,pre,1,1,1,1,1,1,0.766,0.65,0.867,0.743,0.812,0.785,0.5
98765-rad,348-004,ea,fc,,200,acc,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.797,1
98765-ang,348-004,ea,fc,,60,rec,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.797,0.5
98765-ang,348-004,ea,fc,,15,acc,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.788,0.5
98765-ang,348-004,ea,,,200,acc,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.774,1
98765-ang,348-004,en,fc,,60,acc,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.78,1
98765-ang,348-004,r,fc,,15,f2,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.774,0.5
98765-ang,348-004,r,fc,,15,rec,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.774,0.5
98765-ang,348-004,ie,fc,,300,rec,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.811,0.5
98765-ang,348-004,ie,fc,,300,pre,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.801,0.5
1379-ang,348-004,r,,,300,rec,0.845,0.77,0.944,0.848,0.903,0.951,0.766,0.721,0.838,0.775,0.812,0.756,1
98765-rad,348-004,en,fc,,60,f2,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.817,0.5
98765-rad,348-004,en,fc,,60,rec,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.817,0.5
98765-rad,348-004,en,fc,,15,rec,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.824,0.5
98765-rad,348-004,r,fc,,30,pre,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.819,1
98765-rad,348-004,r,fc,,30,acc,1,1,1,1,1,1,0.766,0.721,0.838,0.775,0.812,0.819,1
14122-ang,348-004,m,c,,200,f2,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.838,1
14122-ang,348-004,m,c,,200,rec,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.838,1
14122-ang,348-004,en,fc,,30,f2,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.843,1
14122-ang,348-004,en,fc,,30,rec,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.843,1
14122-ang,348-004,ea,c,,200,acc,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.839,1
14122-ang,348-004,ea,c,,300,acc,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.83,0.5
14122-ang,348-004,p,fc,,60,f2,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.852,1
14122-rad,348-004,z,f,,300,f2,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.833,1
14122-rad,348-004,z,f,,300,acc,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.833,1
98765-ang,348-004,en,fc,,100,pre,1,1,1,1,1,1,0.818,0.811,0.811,0.811,0.811,0.837,1
24-ang,348-004,ea,f,,60,f2,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.86,1
24-ang,348-004,ea,f,,60,acc,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.86,1
14122-ang,348-004,en,f,,300,f2,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.86,0.5
14122-ang,348-004,en,f,,300,acc,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.86,0.5
14122-ang,348-004,ea,fc,,100,acc,1,1,1,1,1,1,0.779,0.732,0.833,0.779,0.811,0.839,1
24-rad,348-004,p,,,300,acc,1,1,1,1,1,1,0.831,0.829,0.806,0.817,0.81,0.868,1
24-ang,348-004,ea,f,,15,f2,1,1,1,1,1,1,0.831,0.829,0.806,0.817,0.81,0.862,0.5
24-ang,348-004,ea,f,,300,rec,1,1,1,1,1,1,0.831,0.829,0.806,0.817,0.81,0.862,1
24-ang,348-004,ea,f,,15,rec,1,1,1,1,1,1,0.831,0.829,0.806,0.817,0.81,0.862,0.5
38324-rad,348-004,p,,,200,rec,1,1,1,1,1,1,0.753,0.674,0.853,0.753,0.81,0.798,1
38324-ang,348-004,m,f,,200,f2,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.891,1
38324-rad,348-004,p,fc,,200,f2,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.88,1
38324-rad,348-004,p,fc,,200,acc,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.88,1
38324-ang,348-004,z,fc,,100,rec,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.898,1
38324-ang,348-004,ea,c,,200,f2,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.847,0.5
38324-rad,348-004,z,fc,,60,f2,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.898,0.5
38324-rad,348-004,z,fc,,60,rec,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.898,0.5
38324-ang,348-004,z,c,,100,f2,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.87,1
38324-ang,348-004,m,c,,200,pre,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.865,1
38324-ang,348-004,m,c,,200,acc,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.865,1
38324-ang,348-004,en,fc,,300,rec,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.885,0.5
38324-ang,348-004,ea,,,300,f2,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.839,0.5
38324-ang,348-004,ea,,,300,rec,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.839,0.5
38324-ang,348-004,z,f,,100,rec,1,1,1,1,1,1,0.805,0.757,0.824,0.789,0.809,0.885,1
38324-ang,348-004,en,fc,,200,f2,1,1,1,1,1,1,0.857,0.871,0.794,0.831,0.808,0.882,0.5
38324-ang,348-004,en,fc,,200,rec,1,1,1,1,1,1,0.857,0.871,0.794,0.831,0.808,0.881,0.5
65536-ang,348-004,z,f,,60,f2,1,1,1,1,1,1,0.753,0.634,0.867,0.732,0.807,0.793,0.5
65536-ang,348-004,z,f,,60,rec,1,1,1,1,1,1,0.753,0.634,0.867,0.732,0.807,0.775,0.5
65536-ang,348-004,z,f,,15,acc,0.996,0.992,1,0.996,0.998,1,0.753,0.634,0.867,0.732,0.807,0.793,0.5
65536-ang,348-004,ea,c,,60,f2,1,1,1,1,1,1,0.753,0.634,0.867,0.732,0.807,0.811,0.5
65536-ang,348-004,ea,c,,60,rec,1,1,1,1,1,1,0.753,0.634,0.867,0.732,0.807,0.811,0.5
65536-ang,348-004,ie,c,,200,f2,0.989,0.992,0.985,0.989,0.986,0.999,0.753,0.634,0.867,0.732,0.807,0.852,1
65536-ang,348-004,ie,c,,200,rec,0.989,0.992,0.985,0.989,0.986,0.999,0.753,0.634,0.867,0.732,0.807,0.852,1
98765-rad,348-004,en,f,,300,f2,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.771,0
98765-rad,348-004,en,f,,300,rec,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.771,0
98765-rad,348-004,en,f,,300,pre,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.771,0
98765-rad,348-004,en,f,,300,acc,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.771,0
98765-rad,348-004,ea,fc,,30,f2,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.801,1
98765-rad,348-004,ea,fc,,30,acc,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.781,1
98765-ang,348-004,ie,f,,300,pre,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.799,0.5
98765-ang,348-004,ea,fc,,60,acc,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.784,1
98765-ang,348-004,en,fc,,15,f2,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.77,1
1379-rad,348-004,p,c,,60,f2,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.763,1
98765-ang,348-004,ie,fc,,15,f2,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.836,1
98765-ang,348-004,ie,fc,,15,rec,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.836,1
98765-rad,348-004,en,fc,,100,f2,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.803,0.5
98765-rad,348-004,en,fc,,100,rec,1,1,1,1,1,1,0.753,0.705,0.838,0.765,0.807,0.803,0.5
1379-ang,348-004,en,f,,200,f2,1,1,1,1,1,1,0.805,0.789,0.811,0.8,0.806,0.836,0.5
1379-ang,348-004,en,f,,200,rec,1,1,1,1,1,1,0.805,0.789,0.811,0.8,0.806,0.836,0.5
1379-ang,348-004,ea,c,,15,f2,1,1,1,1,1,1,0.805,0.789,0.811,0.8,0.806,0.857,1
1379-ang,348-004,ea,fc,,30,f2,1,1,1,1,1,1,0.805,0.789,0.811,0.8,0.806,0.863,0.5
1379-ang,348-004,ea,fc,,30,rec,1,1,1,1,1,1,0.805,0.789,0.811,0.8,0.806,0.856,0.5
1379-ang,348-004,ea,fc,,15,acc,0.996,1,0.992,0.996,0.994,1,0.805,0.789,0.811,0.8,0.806,0.843,0.5
1379-ang,348-004,r,fc,,300,f2,1,1,1,1,1,1,0.805,0.789,0.811,0.8,0.806,0.882,1
1379-ang,348-004,r,fc,,300,rec,1,1,1,1,1,1,0.805,0.789,0.811,0.8,0.806,0.882,1
14122-ang,348-004,z,f,,15,f2,0.996,1,0.992,0.996,0.994,1,0.766,0.714,0.833,0.769,0.806,0.816,0.5
14122-ang,348-004,z,f,,100,acc,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.871,0.5
65536-rad,348-004,p,fc,,15,acc,1,1,1,1,1,1,0.805,0.714,0.833,0.769,0.806,0.84,0.5
14122-ang,348-004,ea,f,,15,f2,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.853,0.5
14122-ang,348-004,ea,f,,15,rec,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.854,0.5
14122-ang,348-004,ea,,,60,rec,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.789,0.5
14122-ang,348-004,en,fc,,300,pre,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.852,0.5
24-ang,348-004,ea,fc,,60,pre,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.866,1
14122-rad,348-004,m,f,,30,pre,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.846,0.5
14122-rad,348-004,z,fc,,15,f2,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.818,0.5
14122-rad,348-004,z,fc,,15,rec,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.818,0.5
14122-rad,348-004,z,fc,,15,acc,1,1,1,1,1,1,0.766,0.714,0.833,0.769,0.806,0.818,0.5
38324-ang,348-008,z,fc,smote,15,acc,1,1,1,1,1,1,0.922,0.714,0.833,0.769,0.806,0.953,
65536-ang,348-004,ea,f,,30,pre,1,1,1,1,1,1,0.805,0.714,0.833,0.769,0.806,0.83,0.5
14122-ang,348-004,r,c,,60,rec,0.908,0.891,0.912,0.901,0.908,0.977,0.818,0.806,0.806,0.806,0.806,0.825,1
24-ang,348-004,p,c,,60,rec,1,1,1,1,1,1,0.818,0.806,0.806,0.806,0.806,0.856,0
14122-ang,348-004,m,fc,,200,f2,1,1,1,1,1,1,0.818,0.806,0.806,0.806,0.806,0.833,1
14122-ang,348-004,m,fc,,200,rec,1,1,1,1,1,1,0.818,0.806,0.806,0.806,0.806,0.833,1
24-rad,348-004,p,c,,200,acc,1,1,1,1,1,1,0.818,0.806,0.806,0.806,0.806,0.875,1
14122-rad,348-004,r,fc,,300,f2,1,1,1,1,1,1,0.818,0.806,0.806,0.806,0.806,0.884,0.5
14122-rad,348-004,r,fc,,300,rec,1,1,1,1,1,1,0.818,0.806,0.806,0.806,0.806,0.884,0.5
38324-ang,348-004,m,f,,200,acc,1,1,1,1,1,1,0.792,0.737,0.824,0.778,0.805,0.888,1
38324-rad,348-004,ea,c,,300,f2,1,1,1,1,1,1,0.792,0.737,0.824,0.778,0.805,0.837,1
38324-rad,348-004,ea,c,,300,rec,1,1,1,1,1,1,0.792,0.737,0.824,0.778,0.805,0.837,1
38324-ang,348-004,ea,fc,,100,acc,0.996,1,0.992,0.996,0.994,1,0.792,0.737,0.824,0.778,0.805,0.86,0.5
38324-ang,348-004,ie,fc,,100,pre,1,1,1,1,1,1,0.844,0.844,0.794,0.818,0.804,0.895,0.5
38324-ang,348-004,ea,fc,,15,rec,1,1,1,1,1,1,0.844,0.844,0.794,0.818,0.804,0.875,0.5
98765-rad,348-004,ea,fc,,30,rec,1,1,1,1,1,1,0.74,0.689,0.838,0.756,0.803,0.789,1
98765-rad,348-004,ea,fc,,15,pre,1,1,1,1,1,1,0.74,0.689,0.838,0.756,0.803,0.802,1
98765-ang,348-004,en,fc,,30,acc,1,1,1,1,1,1,0.74,0.689,0.838,0.756,0.803,0.77,0.5
1379-ang,348-004,r,,,200,acc,0.849,0.786,0.919,0.848,0.889,0.935,0.74,0.689,0.838,0.756,0.803,0.704,0.5
98765-rad,348-004,ea,f,,300,rec,1,1,1,1,1,1,0.74,0.689,0.838,0.756,0.803,0.772,0.5
24-rad,348-004,r,,,30,rec,0.911,0.839,1,0.912,0.963,0.951,0.701,0.633,0.861,0.729,0.803,0.799,0.5
65536-rad,348-004,z,c,,100,pre,1,1,1,1,1,1,0.74,0.619,0.867,0.722,0.802,0.799,0.5
65536-rad,348-004,z,c,,100,acc,1,1,1,1,1,1,0.74,0.619,0.867,0.722,0.802,0.801,0.5
65536-ang,348-004,ea,,,300,pre,1,1,1,1,1,1,0.74,0.619,0.867,0.722,0.802,0.816,0.5
65536-rad,348-004,ie,fc,,300,acc,1,1,1,1,1,1,0.74,0.619,0.867,0.722,0.802,0.827,0.5
65536-ang,348-004,p,fc,,300,pre,1,1,1,1,1,1,0.74,0.619,0.867,0.722,0.802,0.774,0.5
98765-ang,348-004,ie,f,,100,acc,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.811,0.5
14122-rad,348-004,z,f,,100,rec,1,1,1,1,1,1,0.753,0.698,0.833,0.759,0.802,0.826,0.5
14122-ang,348-004,p,f,,100,pre,1,1,1,1,1,1,0.753,0.698,0.833,0.759,0.802,0.86,1
1379-ang,348-004,p,fc,,60,acc,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.829,1
1379-ang,348-004,ie,fc,,200,pre,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.849,0.5
98765-ang,348-004,ea,f,,200,f2,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.789,1
98765-rad,348-004,en,fc,,200,f2,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.809,1
98765-rad,348-004,en,fc,,200,rec,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.808,1
24-ang,348-004,ea,f,,60,rec,1,1,1,1,1,1,0.753,0.698,0.833,0.759,0.802,0.86,0.5
1379-ang,348-004,ea,fc,,15,f2,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.856,0.5
1379-ang,348-004,ea,fc,,15,pre,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.861,0.5
98765-ang,348-004,en,f,,300,f2,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.806,0.5
98765-ang,348-004,en,f,,300,rec,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.807,0.5
1379-ang,348-004,r,fc,,30,rec,1,1,1,1,1,1,0.792,0.769,0.811,0.789,0.802,0.804,0.5
14122-ang,348-004,ea,fc,,30,acc,1,1,1,1,1,1,0.753,0.698,0.833,0.759,0.802,0.835,1
65536-ang,348-004,r,fc,,300,acc,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.818,1
65536-rad,348-004,ie,fc,,30,f2,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.808,1
65536-rad,348-004,ie,fc,,30,pre,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.808,1
65536-rad,348-004,ie,fc,,30,acc,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.808,1
65536-rad,348-004,ea,fc,,15,pre,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.809,1
65536-ang,348-004,ea,fc,,100,rec,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.843,0.5
65536-ang,348-004,ea,fc,,30,rec,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.852,0.5
65536-ang,348-004,ie,fc,,15,acc,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.791,1
65536-ang,348-004,ea,f,,100,f2,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.818,0.5
65536-ang,348-004,ea,f,,60,pre,1,1,1,1,1,1,0.792,0.694,0.833,0.758,0.801,0.821,0.5
24-ang,348-004,en,f,,100,f2,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.804,0.5
24-ang,348-004,en,f,,100,rec,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.804,0.5
24-ang,348-004,en,f,,200,rec,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.803,0.5
24-ang,348-004,en,f,,200,acc,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.824,0
14122-ang,348-004,m,c,,200,pre,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.833,1
14122-ang,348-004,m,c,,200,acc,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.833,1
24-ang,348-004,p,,,60,pre,0.882,0.872,0.872,0.872,0.872,0.956,0.805,0.784,0.806,0.795,0.801,0.843,0.5
14122-ang,348-004,ea,,,200,f2,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.863,1
24-ang,348-004,z,f,,15,acc,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.816,1
24-ang,348-004,p,fc,,100,f2,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.848,0.5
24-ang,348-004,p,fc,,100,pre,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.843,0.5
24-rad,348-004,p,c,,300,acc,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.877,0.5
24-rad,348-004,p,f,,300,f2,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.85,1
24-rad,348-004,p,f,,300,rec,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.85,1
24-rad,348-004,p,f,,300,acc,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.85,1
24-ang,348-004,en,fc,,200,pre,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.803,0.5
24-rad,348-004,p,,,200,f2,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.85,1
24-rad,348-004,p,,,200,rec,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.85,1
14122-rad,348-004,p,f,,60,acc,1,1,1,1,1,1,0.805,0.784,0.806,0.795,0.801,0.831,0.5
38324-rad,348-004,p,c,,300,f2,1,1,1,1,1,1,0.779,0.718,0.824,0.767,0.8,0.881,1
65536-ang,348-008,z,f,smote,30,f2,1,1,1,1,1,1,0.87,0.444,1,0.615,0.8,0.933,
65536-ang,348-008,z,f,smote,15,pre,1,1,1,1,1,1,0.87,0.444,1,0.615,0.8,0.938,
24-rad,348-004,r,,,30,f2,0.911,0.839,1,0.912,0.963,0.957,0.688,0.62,0.861,0.721,0.799,0.748,0.5
98765-rad,348-004,ie,f,,300,acc,1,1,1,1,1,1,0.727,0.674,0.838,0.747,0.799,0.766,1
98765-rad,348-004,ea,f,,200,acc,1,1,1,1,1,1,0.727,0.674,0.838,0.747,0.799,0.755,1
65536-ang,348-004,en,c,,30,acc,0.945,0.92,0.969,0.944,0.959,0.99,0.675,0.551,0.9,0.684,0.799,0.738,0.5
38324-ang,348-004,ie,fc,,200,pre,1,1,1,1,1,1,0.831,0.818,0.794,0.806,0.799,0.923,0.5
38324-ang,348-004,ie,fc,,200,acc,1,1,1,1,1,1,0.831,0.818,0.794,0.806,0.799,0.906,0.5
38324-ang,348-004,m,fc,,200,acc,1,1,1,1,1,1,0.831,0.818,0.794,0.806,0.799,0.916,1
38324-ang,348-004,ea,f,,300,f2,1,1,1,1,1,1,0.831,0.818,0.794,0.806,0.799,0.865,0.5
38324-ang,348-004,ea,f,,300,rec,1,1,1,1,1,1,0.831,0.818,0.794,0.806,0.799,0.865,0.5
38324-ang,348-004,ea,f,,200,pre,1,1,1,1,1,1,0.831,0.818,0.794,0.806,0.799,0.865,1
38324-ang,348-004,ea,f,,300,acc,1,1,1,1,1,1,0.831,0.818,0.794,0.806,0.799,0.865,0.5
14122-ang,348-004,z,f,,300,pre,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.852,0.5
14122-ang,348-004,z,f,,15,acc,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.796,0.5
14122-rad,348-004,en,f,,300,acc,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.768,1
98765-ang,348-004,ie,f,,30,pre,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.807,0.5
14122-ang,348-004,z,fc,,100,f2,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.814,0.5
14122-ang,348-004,z,fc,,100,rec,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.814,0.5
14122-ang,348-004,z,fc,,200,pre,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.832,0.5
14122-ang,348-004,z,fc,,100,acc,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.815,0.5
1379-rad,348-004,r,c,,300,pre,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.821,1
14122-ang,348-004,p,fc,,100,f2,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.835,1
14122-ang,348-004,p,fc,,100,rec,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.835,1
14122-rad,348-004,z,f,,300,rec,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.832,1
98765-ang,348-004,en,fc,,60,f2,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.809,1
98765-ang,348-004,z,fc,,100,f2,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.78,1
98765-ang,348-004,z,fc,,100,rec,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.78,1
98765-ang,348-004,r,fc,,30,pre,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.82,1
98765-ang,348-004,r,fc,,30,acc,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.82,1
98765-ang,348-004,ie,fc,,100,f2,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.824,0.5
98765-ang,348-004,ie,fc,,100,rec,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.824,0.5
98765-ang,348-004,ie,fc,,200,pre,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.803,1
98765-ang,348-004,ie,fc,,60,acc,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.821,0.5
14122-ang,348-004,m,,,200,f2,0.993,0.992,0.992,0.992,0.992,1,0.74,0.682,0.833,0.75,0.798,0.818,1
1379-rad,348-004,ie,fc,,60,rec,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.818,0.5
14122-ang,348-004,z,c,,300,pre,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.815,0.5
14122-ang,348-004,z,c,,300,acc,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.815,0.5
98765-rad,348-004,p,fc,,300,f2,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.822,1
98765-rad,348-004,p,fc,,300,rec,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.822,1
98765-rad,348-004,p,fc,,300,pre,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.822,1
98765-rad,348-004,p,fc,,300,acc,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.822,1
98765-rad,348-004,r,fc,,200,rec,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.836,1
98765-ang,348-004,en,c,,300,pre,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.773,0.5
98765-rad,348-004,r,,,200,f2,0.867,0.828,0.895,0.86,0.881,0.94,0.779,0.75,0.811,0.779,0.798,0.758,1
98765-rad,348-004,r,,,200,rec,0.867,0.828,0.895,0.86,0.881,0.94,0.779,0.75,0.811,0.779,0.798,0.758,1
98765-rad,348-004,r,,,200,acc,0.882,0.838,0.919,0.877,0.902,0.954,0.779,0.75,0.811,0.779,0.798,0.75,1
14122-ang,348-004,en,f,,200,f2,1,1,1,1,1,1,0.74,0.682,0.833,0.75,0.798,0.808,0.5
98765-rad,348-004,r,f,,300,acc,1,1,1,1,1,1,0.779,0.75,0.811,0.779,0.798,0.814,1
65536-rad,348-004,p,c,,300,pre,1,1,1,1,1,1,0.727,0.605,0.867,0.712,0.798,0.78,1
65536-rad,348-004,r,,,60,pre,0.911,0.845,1,0.916,0.965,0.965,0.727,0.605,0.867,0.712,0.798,0.713,0.5
